"COD_IBGE","NM_MUN","NM_MUN_S","BIOMA","NM_UF"
2512754,"RIACHÃO DO BACAMARTE","RIACHAO DO BACAMARTE","Caatinga","PARAIBA"
2805802,"RIACHÃO DO DANTAS","RIACHAO DO DANTAS","Caatinga","SERGIPE"
2805802,"RIACHÃO DO DANTAS","RIACHAO DO DANTAS","Mata Atlantica","SERGIPE"
2926301,"RIACHÃO DO JACUÍPE","RIACHAO DO JACUIPE","Caatinga","BAHIA"
2926301,"RIACHÃO DO JACUÍPE","RIACHAO DO JACUIPE","Mata Atlantica","BAHIA"
2512762,"RIACHÃO DO POÇO","RIACHAO DO POCO","Caatinga","PARAIBA"
3154457,"RIACHINHO","RIACHINHO","Cerrado","MINAS GERAIS"
1718550,"RIACHINHO","RIACHINHO","Amazonia","TOCANTINS"
1718550,"RIACHINHO","RIACHINHO","Cerrado","TOCANTINS"
2410702,"RIACHO DA CRUZ","RIACHO DA CRUZ","Caatinga","RIO GRANDE DO NORTE"
2611705,"RIACHO DAS ALMAS","RIACHO DAS ALMAS","Caatinga","PERNAMBUCO"
2410801,"RIACHO DE SANTANA","RIACHO DE SANTANA","Caatinga","RIO GRANDE DO NORTE"
2926400,"RIACHO DE SANTANA","RIACHO DE SANTANA","Caatinga","BAHIA"
2926400,"RIACHO DE SANTANA","RIACHO DE SANTANA","Cerrado","BAHIA"
2512788,"RIACHO DE SANTO ANTÔNIO","RIACHO DE SANTO ANTONIO","Caatinga","PARAIBA"
2512804,"RIACHO DOS CAVALOS","RIACHO DOS CAVALOS","Caatinga","PARAIBA"
3154507,"RIACHO DOS MACHADOS","RIACHO DOS MACHADOS","Caatinga","MINAS GERAIS"
3154507,"RIACHO DOS MACHADOS","RIACHO DOS MACHADOS","Cerrado","MINAS GERAIS"
2208858,"RIACHO FRIO","RIACHO FRIO","Caatinga","PIAUI"
2208858,"RIACHO FRIO","RIACHO FRIO","Cerrado","PIAUI"
2805901,"RIACHUELO","RIACHUELO","Mata Atlantica","SERGIPE"
2410900,"RIACHUELO","RIACHUELO","Caatinga","RIO GRANDE DO NORTE"
5218607,"RIALMA","RIALMA","Cerrado","GOIAS"
5218706,"RIANÁPOLIS","RIANAPOLIS","Cerrado","GOIAS"
2109551,"RIBAMAR FIQUENE","RIBAMAR FIQUENE","Cerrado","MARANHAO"
5007109,"RIBAS DO RIO PARDO","RIBAS DO RIO PARDO","Cerrado","MATO GROSSO DO SUL"
3542800,"RIBEIRA","RIBEIRA","Mata Atlantica","SAO PAULO"
2926509,"RIBEIRA DO AMPARO","RIBEIRA DO AMPARO","Caatinga","BAHIA"
2208874,"RIBEIRA DO PIAUÍ","RIBEIRA DO PIAUI","Caatinga","PIAUI"
2208874,"RIBEIRA DO PIAUÍ","RIBEIRA DO PIAUI","Cerrado","PIAUI"
2926608,"RIBEIRA DO POMBAL","RIBEIRA DO POMBAL","Caatinga","BAHIA"
2611804,"RIBEIRÃO","RIBEIRAO","Mata Atlantica","PERNAMBUCO"
3542909,"RIBEIRÃO BONITO","RIBEIRAO BONITO","Cerrado","SAO PAULO"
3542909,"RIBEIRÃO BONITO","RIBEIRAO BONITO","Mata Atlantica","SAO PAULO"
3543006,"RIBEIRÃO BRANCO","RIBEIRAO BRANCO","Cerrado","SAO PAULO"
3543006,"RIBEIRÃO BRANCO","RIBEIRAO BRANCO","Mata Atlantica","SAO PAULO"
5107180,"RIBEIRÃO CASCALHEIRA","RIBEIRAO CASCALHEIRA","Amazonia","MATO GROSSO"
5107180,"RIBEIRÃO CASCALHEIRA","RIBEIRAO CASCALHEIRA","Cerrado","MATO GROSSO"
4121802,"RIBEIRÃO CLARO","RIBEIRAO CLARO","Mata Atlantica","PARANA"
3543105,"RIBEIRÃO CORRENTE","RIBEIRAO CORRENTE","Cerrado","SAO PAULO"
3543105,"RIBEIRÃO CORRENTE","RIBEIRAO CORRENTE","Mata Atlantica","SAO PAULO"
3154606,"RIBEIRÃO DAS NEVES","RIBEIRAO DAS NEVES","Cerrado","MINAS GERAIS"
2926657,"RIBEIRÃO DO LARGO","RIBEIRAO DO LARGO","Mata Atlantica","BAHIA"
4121901,"RIBEIRÃO DO PINHAL","RIBEIRAO DO PINHAL","Mata Atlantica","PARANA"
3543204,"RIBEIRÃO DO SUL","RIBEIRAO DO SUL","Cerrado","SAO PAULO"
3543204,"RIBEIRÃO DO SUL","RIBEIRAO DO SUL","Mata Atlantica","SAO PAULO"
3543238,"RIBEIRÃO DOS ÍNDIOS","RIBEIRAO DOS INDIOS","Mata Atlantica","SAO PAULO"
3543253,"RIBEIRÃO GRANDE","RIBEIRAO GRANDE","Mata Atlantica","SAO PAULO"
3543303,"RIBEIRÃO PIRES","RIBEIRAO PIRES","Mata Atlantica","SAO PAULO"
3543402,"RIBEIRÃO PRETO","RIBEIRAO PRETO","Cerrado","SAO PAULO"
3543402,"RIBEIRÃO PRETO","RIBEIRAO PRETO","Mata Atlantica","SAO PAULO"
3154705,"RIBEIRÃO VERMELHO","RIBEIRAO VERMELHO","Mata Atlantica","MINAS GERAIS"
5107198,"RIBEIRÃOZINHO","RIBEIRAOZINHO","Cerrado","MATO GROSSO"
2208908,"RIBEIRO GONÇALVES","RIBEIRO GONCALVES","Cerrado","PIAUI"
2806008,"RIBEIRÓPOLIS","RIBEIROPOLIS","Caatinga","SERGIPE"
2806008,"RIBEIRÓPOLIS","RIBEIROPOLIS","Mata Atlantica","SERGIPE"
3543600,"RIFAINA","RIFAINA","Cerrado","SAO PAULO"
3543600,"RIFAINA","RIFAINA","Mata Atlantica","SAO PAULO"
3543709,"RINCÃO","RINCAO","Cerrado","SAO PAULO"
3543709,"RINCÃO","RINCAO","Mata Atlantica","SAO PAULO"
3543808,"RINÓPOLIS","RINOPOLIS","Mata Atlantica","SAO PAULO"
3154804,"RIO ACIMA","RIO ACIMA","Mata Atlantica","MINAS GERAIS"
4122008,"RIO AZUL","RIO AZUL","Mata Atlantica","PARANA"
3204351,"RIO BANANAL","RIO BANANAL","Mata Atlantica","ESPIRITO SANTO"
4122107,"RIO BOM","RIO BOM","Mata Atlantica","PARANA"
3304300,"RIO BONITO","RIO BONITO","Mata Atlantica","RIO DE JANEIRO"
4122156,"RIO BONITO DO IGUAÇU","RIO BONITO DO IGUACU","Mata Atlantica","PARANA"
5107206,"RIO BRANCO","RIO BRANCO","Amazonia","MATO GROSSO"
5107206,"RIO BRANCO","RIO BRANCO","Cerrado","MATO GROSSO"
1200401,"RIO BRANCO","RIO BRANCO","Amazonia","ACRE"
4122172,"RIO BRANCO DO IVAÍ","RIO BRANCO DO IVAI","Mata Atlantica","PARANA"
4122206,"RIO BRANCO DO SUL","RIO BRANCO DO SUL","Mata Atlantica","PARANA"
5007208,"RIO BRILHANTE","RIO BRILHANTE","Cerrado","MATO GROSSO DO SUL"
5007208,"RIO BRILHANTE","RIO BRILHANTE","Mata Atlantica","MATO GROSSO DO SUL"
3154903,"RIO CASCA","RIO CASCA","Mata Atlantica","MINAS GERAIS"
3304409,"RIO CLARO","RIO CLARO","Mata Atlantica","RIO DE JANEIRO"
3543907,"RIO CLARO","RIO CLARO","Cerrado","SAO PAULO"
3543907,"RIO CLARO","RIO CLARO","Mata Atlantica","SAO PAULO"
1100262,"RIO CRESPO","RIO CRESPO","Amazonia","RONDONIA"
1718659,"RIO DA CONCEIÇÃO","RIO DA CONCEICAO","Cerrado","TOCANTINS"
4214409,"RIO DAS ANTAS","RIO DAS ANTAS","Mata Atlantica","SANTA CATARINA"
3304508,"RIO DAS FLORES","RIO DAS FLORES","Mata Atlantica","RIO DE JANEIRO"
3304524,"RIO DAS OSTRAS","RIO DAS OSTRAS","Mata Atlantica","RIO DE JANEIRO"
3544004,"RIO DAS PEDRAS","RIO DAS PEDRAS","Mata Atlantica","SAO PAULO"
2926707,"RIO DE CONTAS","RIO DE CONTAS","Caatinga","BAHIA"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
3304557,"RIO DE JANEIRO","RIO DE JANEIRO","Mata Atlantica","RIO DE JANEIRO"
2926806,"RIO DO ANTÔNIO","RIO DO ANTONIO","Caatinga","BAHIA"
4214508,"RIO DO CAMPO","RIO DO CAMPO","Mata Atlantica","SANTA CATARINA"
2408953,"RIO DO FOGO","RIO DO FOGO","Caatinga","RIO GRANDE DO NORTE"
2408953,"RIO DO FOGO","RIO DO FOGO","Mata Atlantica","RIO GRANDE DO NORTE"
4214607,"RIO DO OESTE","RIO DO OESTE","Mata Atlantica","SANTA CATARINA"
2926905,"RIO DO PIRES","RIO DO PIRES","Caatinga","BAHIA"
3155108,"RIO DO PRADO","RIO DO PRADO","Mata Atlantica","MINAS GERAIS"
4214805,"RIO DO SUL","RIO DO SUL","Mata Atlantica","SANTA CATARINA"
3155009,"RIO DOCE","RIO DOCE","Mata Atlantica","MINAS GERAIS"
1718709,"RIO DOS BOIS","RIO DOS BOIS","Cerrado","TOCANTINS"
4214706,"RIO DOS CEDROS","RIO DOS CEDROS","Mata Atlantica","SANTA CATARINA"
4315552,"RIO DOS ÍNDIOS","RIO DOS INDIOS","Mata Atlantica","RIO GRANDE DO SUL"
3155207,"RIO ESPERA","RIO ESPERA","Mata Atlantica","MINAS GERAIS"
2611903,"RIO FORMOSO","RIO FORMOSO","Mata Atlantica","PERNAMBUCO"
4214904,"RIO FORTUNA","RIO FORTUNA","Mata Atlantica","SANTA CATARINA"
4315602,"RIO GRANDE","RIO GRANDE","Pampa","RIO GRANDE DO SUL"
3544103,"RIO GRANDE DA SERRA","RIO GRANDE DA SERRA","Mata Atlantica","SAO PAULO"
2209005,"RIO GRANDE DO PIAUÍ","RIO GRANDE DO PIAUI","Caatinga","PIAUI"
2707701,"RIO LARGO","RIO LARGO","Mata Atlantica","ALAGOAS"
3155306,"RIO MANSO","RIO MANSO","Mata Atlantica","MINAS GERAIS"
1506161,"RIO MARIA","RIO MARIA","Amazonia","PARA"
1506161,"RIO MARIA","RIO MARIA","Cerrado","PARA"
4215000,"RIO NEGRINHO","RIO NEGRINHO","Mata Atlantica","SANTA CATARINA"
4122305,"RIO NEGRO","RIO NEGRO","Mata Atlantica","PARANA"
5007307,"RIO NEGRO","RIO NEGRO","Cerrado","MATO GROSSO DO SUL"
3155405,"RIO NOVO","RIO NOVO","Mata Atlantica","MINAS GERAIS"
3204401,"RIO NOVO DO SUL","RIO NOVO DO SUL","Mata Atlantica","ESPIRITO SANTO"
3155504,"RIO PARANAÍBA","RIO PARANAIBA","Cerrado","MINAS GERAIS"
4315701,"RIO PARDO","RIO PARDO","Mata Atlantica","RIO GRANDE DO SUL"
4315701,"RIO PARDO","RIO PARDO","Pampa","RIO GRANDE DO SUL"
3155603,"RIO PARDO DE MINAS","RIO PARDO DE MINAS","Cerrado","MINAS GERAIS"
3155702,"RIO PIRACICABA","RIO PIRACICABA","Mata Atlantica","MINAS GERAIS"
3155801,"RIO POMBA","RIO POMBA","Mata Atlantica","MINAS GERAIS"
3155900,"RIO PRETO","RIO PRETO","Mata Atlantica","MINAS GERAIS"
1303569,"RIO PRETO DA EVA","RIO PRETO DA EVA","Amazonia","AMAZONAS"
5218789,"RIO QUENTE","RIO QUENTE","Cerrado","GOIAS"
5218789,"RIO QUENTE","RIO QUENTE","Mata Atlantica","GOIAS"
2927002,"RIO REAL","RIO REAL","Caatinga","BAHIA"
2927002,"RIO REAL","RIO REAL","Mata Atlantica","BAHIA"
4215059,"RIO RUFINO","RIO RUFINO","Mata Atlantica","SANTA CATARINA"
1718758,"RIO SONO","RIO SONO","Cerrado","TOCANTINS"
2512903,"RIO TINTO","RIO TINTO","Caatinga","PARAIBA"
2512903,"RIO TINTO","RIO TINTO","Mata Atlantica","PARAIBA"
5218805,"RIO VERDE","RIO VERDE","Cerrado","GOIAS"
5007406,"RIO VERDE DE MATO GROSSO","RIO VERDE DE MATO GROSSO","Cerrado","MATO GROSSO DO SUL"
5007406,"RIO VERDE DE MATO GROSSO","RIO VERDE DE MATO GROSSO","Pantanal","MATO GROSSO DO SUL"
3156007,"RIO VERMELHO","RIO VERMELHO","Cerrado","MINAS GERAIS"
3156007,"RIO VERMELHO","RIO VERMELHO","Mata Atlantica","MINAS GERAIS"
3544202,"RIOLÂNDIA","RIOLANDIA","Cerrado","SAO PAULO"
3544202,"RIOLÂNDIA","RIOLANDIA","Mata Atlantica","SAO PAULO"
4315750,"RIOZINHO","RIOZINHO","Mata Atlantica","RIO GRANDE DO SUL"
4215075,"RIQUEZA","RIQUEZA","Mata Atlantica","SANTA CATARINA"
3156106,"RITÁPOLIS","RITAPOLIS","Mata Atlantica","MINAS GERAIS"
3543501,"RIVERSUL","RIVERSUL","Mata Atlantica","SAO PAULO"
4315800,"ROCA SALES","ROCA SALES","Mata Atlantica","RIO GRANDE DO SUL"
5007505,"ROCHEDO","ROCHEDO","Cerrado","MATO GROSSO DO SUL"
3156205,"ROCHEDO DE MINAS","ROCHEDO DE MINAS","Mata Atlantica","MINAS GERAIS"
4215109,"RODEIO","RODEIO","Mata Atlantica","SANTA CATARINA"
4315909,"RODEIO BONITO","RODEIO BONITO","Mata Atlantica","RIO GRANDE DO SUL"
3156304,"RODEIRO","RODEIRO","Mata Atlantica","MINAS GERAIS"
2927101,"RODELAS","RODELAS","Caatinga","BAHIA"
2411007,"RODOLFO FERNANDES","RODOLFO FERNANDES","Caatinga","RIO GRANDE DO NORTE"
1200427,"RODRIGUES ALVES","RODRIGUES ALVES","Amazonia","ACRE"
4315958,"ROLADOR","ROLADOR","Mata Atlantica","RIO GRANDE DO SUL"
4315958,"ROLADOR","ROLADOR","Pampa","RIO GRANDE DO SUL"
4122404,"ROLÂNDIA","ROLANDIA","Mata Atlantica","PARANA"
4316006,"ROLANTE","ROLANTE","Mata Atlantica","RIO GRANDE DO SUL"
1100288,"ROLIM DE MOURA","ROLIM DE MOURA","Amazonia","RONDONIA"
3156403,"ROMARIA","ROMARIA","Cerrado","MINAS GERAIS"
4215208,"ROMELÂNDIA","ROMELANDIA","Mata Atlantica","SANTA CATARINA"
4122503,"RONCADOR","RONCADOR","Mata Atlantica","PARANA"
4316105,"RONDA ALTA","RONDA ALTA","Mata Atlantica","RIO GRANDE DO SUL"
4316105,"RONDA ALTA","RONDA ALTA","Pampa","RIO GRANDE DO SUL"
4316204,"RONDINHA","RONDINHA","Mata Atlantica","RIO GRANDE DO SUL"
4316204,"RONDINHA","RONDINHA","Pampa","RIO GRANDE DO SUL"
5107578,"RONDOLÂNDIA","RONDOLANDIA","Amazonia","MATO GROSSO"
4122602,"RONDON","RONDON","Mata Atlantica","PARANA"
1506187,"RONDON DO PARÁ","RONDON DO PARA","Amazonia","PARA"
5107602,"RONDONÓPOLIS","RONDONOPOLIS","Cerrado","MATO GROSSO"
5107602,"RONDONÓPOLIS","RONDONOPOLIS","Pantanal","MATO GROSSO"
4316303,"ROQUE GONZALES","ROQUE GONZALES","Mata Atlantica","RIO GRANDE DO SUL"
4316303,"ROQUE GONZALES","ROQUE GONZALES","Pampa","RIO GRANDE DO SUL"
1400472,"RORAINÓPOLIS","RORAINOPOLIS","Amazonia","RORAIMA"
3544251,"ROSANA","ROSANA","Mata Atlantica","SAO PAULO"
2109601,"ROSÁRIO","ROSARIO","Amazonia","MARANHAO"
3156452,"ROSÁRIO DA LIMEIRA","ROSARIO DA LIMEIRA","Mata Atlantica","MINAS GERAIS"
2806107,"ROSÁRIO DO CATETE","ROSARIO DO CATETE","Mata Atlantica","SERGIPE"
4122651,"ROSÁRIO DO IVAÍ","ROSARIO DO IVAI","Mata Atlantica","PARANA"
4316402,"ROSÁRIO DO SUL","ROSARIO DO SUL","Pampa","RIO GRANDE DO SUL"
5107701,"ROSÁRIO OESTE","ROSARIO OESTE","Cerrado","MATO GROSSO"
3544301,"ROSEIRA","ROSEIRA","Mata Atlantica","SAO PAULO"
2707800,"ROTEIRO","ROTEIRO","Mata Atlantica","ALAGOAS"
3156502,"RUBELITA","RUBELITA","Cerrado","MINAS GERAIS"
3156502,"RUBELITA","RUBELITA","Mata Atlantica","MINAS GERAIS"
3544400,"RUBIÁCEA","RUBIACEA","Mata Atlantica","SAO PAULO"
5218904,"RUBIATABA","RUBIATABA","Cerrado","GOIAS"
3156601,"RUBIM","RUBIM","Mata Atlantica","MINAS GERAIS"
3544509,"RUBINÉIA","RUBINEIA","Cerrado","SAO PAULO"
3544509,"RUBINÉIA","RUBINEIA","Mata Atlantica","SAO PAULO"
1506195,"RURÓPOLIS","RUROPOLIS","Amazonia","PARA"
2311801,"RUSSAS","RUSSAS","Caatinga","CEARA"
2411106,"RUY BARBOSA","RUY BARBOSA","Caatinga","RIO GRANDE DO NORTE"
2927200,"RUY BARBOSA","RUY BARBOSA","Caatinga","BAHIA"
3156700,"SABARÁ","SABARA","Cerrado","MINAS GERAIS"
3156700,"SABARÁ","SABARA","Mata Atlantica","MINAS GERAIS"
4122701,"SABÁUDIA","SABAUDIA","Mata Atlantica","PARANA"
3544608,"SABINO","SABINO","Mata Atlantica","SAO PAULO"
3156809,"SABINÓPOLIS","SABINOPOLIS","Mata Atlantica","MINAS GERAIS"
2311900,"SABOEIRO","SABOEIRO","Caatinga","CEARA"
3156908,"SACRAMENTO","SACRAMENTO","Cerrado","MINAS GERAIS"
3156908,"SACRAMENTO","SACRAMENTO","Mata Atlantica","MINAS GERAIS"
4316428,"SAGRADA FAMÍLIA","SAGRADA FAMILIA","Mata Atlantica","RIO GRANDE DO SUL"
3544707,"SAGRES","SAGRES","Mata Atlantica","SAO PAULO"
2612000,"SAIRÉ","SAIRE","Caatinga","PERNAMBUCO"
2612000,"SAIRÉ","SAIRE","Mata Atlantica","PERNAMBUCO"
4316436,"SALDANHA MARINHO","SALDANHA MARINHO","Mata Atlantica","RIO GRANDE DO SUL"
4316436,"SALDANHA MARINHO","SALDANHA MARINHO","Pampa","RIO GRANDE DO SUL"
3544806,"SALES","SALES","Mata Atlantica","SAO PAULO"
3544905,"SALES OLIVEIRA","SALES OLIVEIRA","Cerrado","SAO PAULO"
3544905,"SALES OLIVEIRA","SALES OLIVEIRA","Mata Atlantica","SAO PAULO"
3545001,"SALESÓPOLIS","SALESOPOLIS","Mata Atlantica","SAO PAULO"
4215307,"SALETE","SALETE","Mata Atlantica","SANTA CATARINA"
2513000,"SALGADINHO","SALGADINHO","Caatinga","PARAIBA"
2612109,"SALGADINHO","SALGADINHO","Caatinga","PERNAMBUCO"
2806206,"SALGADO","SALGADO","Mata Atlantica","SERGIPE"
2513109,"SALGADO DE SÃO FÉLIX","SALGADO DE SAO FELIX","Caatinga","PARAIBA"
2513109,"SALGADO DE SÃO FÉLIX","SALGADO DE SAO FELIX","Mata Atlantica","PARAIBA"
4122800,"SALGADO FILHO","SALGADO FILHO","Mata Atlantica","PARANA"
2612208,"SALGUEIRO","SALGUEIRO","Caatinga","PERNAMBUCO"
3157005,"SALINAS","SALINAS","Cerrado","MINAS GERAIS"
3157005,"SALINAS","SALINAS","Mata Atlantica","MINAS GERAIS"
2927309,"SALINAS DA MARGARIDA","SALINAS DA MARGARIDA","Mata Atlantica","BAHIA"
1506203,"SALINÓPOLIS","SALINOPOLIS","Amazonia","PARA"
2311959,"SALITRE","SALITRE","Caatinga","CEARA"
3545100,"SALMOURÃO","SALMOURAO","Mata Atlantica","SAO PAULO"
2612307,"SALOÁ","SALOA","Caatinga","PERNAMBUCO"
2612307,"SALOÁ","SALOA","Mata Atlantica","PERNAMBUCO"
3545159,"SALTINHO","SALTINHO","Mata Atlantica","SAO PAULO"
4215356,"SALTINHO","SALTINHO","Mata Atlantica","SANTA CATARINA"
3545209,"SALTO","SALTO","Mata Atlantica","SAO PAULO"
3157104,"SALTO DA DIVISA","SALTO DA DIVISA","Mata Atlantica","MINAS GERAIS"
3545308,"SALTO DE PIRAPORA","SALTO DE PIRAPORA","Mata Atlantica","SAO PAULO"
5107750,"SALTO DO CÉU","SALTO DO CEU","Amazonia","MATO GROSSO"
5107750,"SALTO DO CÉU","SALTO DO CEU","Cerrado","MATO GROSSO"
4122909,"SALTO DO ITARARÉ","SALTO DO ITARARE","Mata Atlantica","PARANA"
4316451,"SALTO DO JACUÍ","SALTO DO JACUI","Mata Atlantica","RIO GRANDE DO SUL"
4316451,"SALTO DO JACUÍ","SALTO DO JACUI","Pampa","RIO GRANDE DO SUL"
4123006,"SALTO DO LONTRA","SALTO DO LONTRA","Mata Atlantica","PARANA"
3545407,"SALTO GRANDE","SALTO GRANDE","Mata Atlantica","SAO PAULO"
4215406,"SALTO VELOSO","SALTO VELOSO","Mata Atlantica","SANTA CATARINA"
2927408,"SALVADOR","SALVADOR","Mata Atlantica","BAHIA"
4316477,"SALVADOR DAS MISSÕES","SALVADOR DAS MISSOES","Mata Atlantica","RIO GRANDE DO SUL"
4316501,"SALVADOR DO SUL","SALVADOR DO SUL","Mata Atlantica","RIO GRANDE DO SUL"
1506302,"SALVATERRA","SALVATERRA","Amazonia","PARA"
2109700,"SAMBAÍBA","SAMBAIBA","Cerrado","MARANHAO"
1718808,"SAMPAIO","SAMPAIO","Amazonia","TOCANTINS"
1718808,"SAMPAIO","SAMPAIO","Cerrado","TOCANTINS"
4316600,"SANANDUVA","SANANDUVA","Mata Atlantica","RIO GRANDE DO SUL"
5219001,"SANCLERLÂNDIA","SANCLERLANDIA","Cerrado","GOIAS"
1718840,"SANDOLÂNDIA","SANDOLANDIA","Cerrado","TOCANTINS"
3545506,"SANDOVALINA","SANDOVALINA","Cerrado","SAO PAULO"
3545506,"SANDOVALINA","SANDOVALINA","Mata Atlantica","SAO PAULO"
4215455,"SANGÃO","SANGAO","Mata Atlantica","SANTA CATARINA"
2612406,"SANHARÓ","SANHARO","Caatinga","PERNAMBUCO"
4317103,"SANT'ANA DO LIVRAMENTO","SANT'ANA DO LIVRAMENTO","Pampa","RIO GRANDE DO SUL"
3545605,"SANTA ADÉLIA","SANTA ADELIA","Mata Atlantica","SAO PAULO"
3545704,"SANTA ALBERTINA","SANTA ALBERTINA","Mata Atlantica","SAO PAULO"
4123105,"SANTA AMÉLIA","SANTA AMELIA","Mata Atlantica","PARANA"
3157203,"SANTA BÁRBARA","SANTA BARBARA","Mata Atlantica","MINAS GERAIS"
2927507,"SANTA BÁRBARA","SANTA BARBARA","Caatinga","BAHIA"
2927507,"SANTA BÁRBARA","SANTA BARBARA","Mata Atlantica","BAHIA"
3545803,"SANTA BÁRBARA D'OESTE","SANTA BARBARA D'OESTE","Mata Atlantica","SAO PAULO"
5219100,"SANTA BÁRBARA DE GOIÁS","SANTA BARBARA DE GOIAS","Cerrado","GOIAS"
3157252,"SANTA BÁRBARA DO LESTE","SANTA BARBARA DO LESTE","Mata Atlantica","MINAS GERAIS"
3157278,"SANTA BÁRBARA DO MONTE VERDE","SANTA BARBARA DO MONTE VERDE","Mata Atlantica","MINAS GERAIS"
1506351,"SANTA BÁRBARA DO PARÁ","SANTA BARBARA DO PARA","Amazonia","PARA"
4316709,"SANTA BÁRBARA DO SUL","SANTA BARBARA DO SUL","Mata Atlantica","RIO GRANDE DO SUL"
4316709,"SANTA BÁRBARA DO SUL","SANTA BARBARA DO SUL","Pampa","RIO GRANDE DO SUL"
3157302,"SANTA BÁRBARA DO TUGÚRIO","SANTA BARBARA DO TUGURIO","Mata Atlantica","MINAS GERAIS"
3546009,"SANTA BRANCA","SANTA BRANCA","Mata Atlantica","SAO PAULO"
2927606,"SANTA BRÍGIDA","SANTA BRIGIDA","Caatinga","BAHIA"
5107248,"SANTA CARMEM","SANTA CARMEM","Amazonia","MATO GROSSO"
4215505,"SANTA CECÍLIA","SANTA CECILIA","Mata Atlantica","SANTA CATARINA"
2513158,"SANTA CECÍLIA","SANTA CECILIA","Caatinga","PARAIBA"
4123204,"SANTA CECÍLIA DO PAVÃO","SANTA CECILIA DO PAVAO","Mata Atlantica","PARANA"
4316733,"SANTA CECÍLIA DO SUL","SANTA CECILIA DO SUL","Mata Atlantica","RIO GRANDE DO SUL"
3546108,"SANTA CLARA D'OESTE","SANTA CLARA D'OESTE","Cerrado","SAO PAULO"
3546108,"SANTA CLARA D'OESTE","SANTA CLARA D'OESTE","Mata Atlantica","SAO PAULO"
4316758,"SANTA CLARA DO SUL","SANTA CLARA DO SUL","Mata Atlantica","RIO GRANDE DO SUL"
2612455,"SANTA CRUZ","SANTA CRUZ","Caatinga","PERNAMBUCO"
2513208,"SANTA CRUZ","SANTA CRUZ","Caatinga","PARAIBA"
2411205,"SANTA CRUZ","SANTA CRUZ","Caatinga","RIO GRANDE DO NORTE"
2927705,"SANTA CRUZ CABRÁLIA","SANTA CRUZ CABRALIA","Mata Atlantica","BAHIA"
2927705,"SANTA CRUZ CABRÁLIA","SANTA CRUZ CABRALIA","Mata Atlantica","BAHIA"
2612471,"SANTA CRUZ DA BAIXA VERDE","SANTA CRUZ DA BAIXA VERDE","Caatinga","PERNAMBUCO"
3546207,"SANTA CRUZ DA CONCEIÇÃO","SANTA CRUZ DA CONCEICAO","Cerrado","SAO PAULO"
3546207,"SANTA CRUZ DA CONCEIÇÃO","SANTA CRUZ DA CONCEICAO","Mata Atlantica","SAO PAULO"
3546256,"SANTA CRUZ DA ESPERANÇA","SANTA CRUZ DA ESPERANCA","Cerrado","SAO PAULO"
3546256,"SANTA CRUZ DA ESPERANÇA","SANTA CRUZ DA ESPERANCA","Mata Atlantica","SAO PAULO"
2927804,"SANTA CRUZ DA VITÓRIA","SANTA CRUZ DA VITORIA","Mata Atlantica","BAHIA"
3546306,"SANTA CRUZ DAS PALMEIRAS","SANTA CRUZ DAS PALMEIRAS","Cerrado","SAO PAULO"
3546306,"SANTA CRUZ DAS PALMEIRAS","SANTA CRUZ DAS PALMEIRAS","Mata Atlantica","SAO PAULO"
