"COD_IBGE","NM_MUN","NM_MUN_S","BIOMA","NM_UF"
3115300,"CATAGUASES","CATAGUASES","Mata Atlantica","MINAS GERAIS"
5205109,"CATALÃO","CATALAO","Cerrado","GOIAS"
3511102,"CATANDUVA","CATANDUVA","Mata Atlantica","SAO PAULO"
4105003,"CATANDUVAS","CATANDUVAS","Mata Atlantica","PARANA"
4204004,"CATANDUVAS","CATANDUVAS","Mata Atlantica","SANTA CATARINA"
2303600,"CATARINA","CATARINA","Caatinga","CEARA"
3115359,"CATAS ALTAS","CATAS ALTAS","Mata Atlantica","MINAS GERAIS"
3115409,"CATAS ALTAS DA NORUEGA","CATAS ALTAS DA NORUEGA","Mata Atlantica","MINAS GERAIS"
2604205,"CATENDE","CATENDE","Caatinga","PERNAMBUCO"
2604205,"CATENDE","CATENDE","Mata Atlantica","PERNAMBUCO"
3511201,"CATIGUÁ","CATIGUA","Mata Atlantica","SAO PAULO"
2504207,"CATINGUEIRA","CATINGUEIRA","Caatinga","PARAIBA"
2907400,"CATOLÂNDIA","CATOLANDIA","Cerrado","BAHIA"
2504306,"CATOLÉ DO ROCHA","CATOLE DO ROCHA","Caatinga","PARAIBA"
2907509,"CATU","CATU","Mata Atlantica","BAHIA"
4305009,"CATUÍPE","CATUIPE","Mata Atlantica","RIO GRANDE DO SUL"
4305009,"CATUÍPE","CATUIPE","Pampa","RIO GRANDE DO SUL"
3115458,"CATUJI","CATUJI","Mata Atlantica","MINAS GERAIS"
2303659,"CATUNDA","CATUNDA","Caatinga","CEARA"
5205208,"CATURAÍ","CATURAI","Cerrado","GOIAS"
2907558,"CATURAMA","CATURAMA","Caatinga","BAHIA"
2504355,"CATURITÉ","CATURITE","Caatinga","PARAIBA"
3115474,"CATUTI","CATUTI","Caatinga","MINAS GERAIS"
2303709,"CAUCAIA","CAUCAIA","Caatinga","CEARA"
5205307,"CAVALCANTE","CAVALCANTE","Cerrado","GOIAS"
3115508,"CAXAMBU","CAXAMBU","Mata Atlantica","MINAS GERAIS"
4204103,"CAXAMBU DO SUL","CAXAMBU DO SUL","Mata Atlantica","SANTA CATARINA"
2103000,"CAXIAS","CAXIAS","Cerrado","MARANHAO"
4305108,"CAXIAS DO SUL","CAXIAS DO SUL","Mata Atlantica","RIO GRANDE DO SUL"
2202653,"CAXINGÓ","CAXINGO","Cerrado","PIAUI"
2402600,"CEARÁ-MIRIM","CEARA-MIRIM","Caatinga","RIO GRANDE DO NORTE"
2402600,"CEARÁ-MIRIM","CEARA-MIRIM","Mata Atlantica","RIO GRANDE DO NORTE"
3511300,"CEDRAL","CEDRAL","Mata Atlantica","SAO PAULO"
2103109,"CEDRAL","CEDRAL","Amazonia","MARANHAO"
2303808,"CEDRO","CEDRO","Caatinga","CEARA"
2604304,"CEDRO","CEDRO","Caatinga","PERNAMBUCO"
2801603,"CEDRO DE SÃO JOÃO","CEDRO DE SAO JOAO","Caatinga","SERGIPE"
2801603,"CEDRO DE SÃO JOÃO","CEDRO DE SAO JOAO","Mata Atlantica","SERGIPE"
3115607,"CEDRO DO ABAETÉ","CEDRO DO ABAETE","Cerrado","MINAS GERAIS"
4204152,"CELSO RAMOS","CELSO RAMOS","Mata Atlantica","SANTA CATARINA"
1704105,"CENTENÁRIO","CENTENARIO","Cerrado","TOCANTINS"
4305116,"CENTENÁRIO","CENTENARIO","Mata Atlantica","RIO GRANDE DO SUL"
4105102,"CENTENÁRIO DO SUL","CENTENARIO DO SUL","Mata Atlantica","PARANA"
2907608,"CENTRAL","CENTRAL","Caatinga","BAHIA"
3115706,"CENTRAL DE MINAS","CENTRAL DE MINAS","Mata Atlantica","MINAS GERAIS"
2103125,"CENTRAL DO MARANHÃO","CENTRAL DO MARANHAO","Amazonia","MARANHAO"
3115805,"CENTRALINA","CENTRALINA","Cerrado","MINAS GERAIS"
3115805,"CENTRALINA","CENTRALINA","Mata Atlantica","MINAS GERAIS"
2103158,"CENTRO DO GUILHERME","CENTRO DO GUILHERME","Amazonia","MARANHAO"
2103174,"CENTRO NOVO DO MARANHÃO","CENTRO NOVO DO MARANHAO","Amazonia","MARANHAO"
1100056,"CEREJEIRAS","CEREJEIRAS","Amazonia","RONDONIA"
5205406,"CERES","CERES","Cerrado","GOIAS"
3511409,"CERQUEIRA CÉSAR","CERQUEIRA CESAR","Cerrado","SAO PAULO"
3511409,"CERQUEIRA CÉSAR","CERQUEIRA CESAR","Mata Atlantica","SAO PAULO"
3511508,"CERQUILHO","CERQUILHO","Mata Atlantica","SAO PAULO"
4305124,"CERRITO","CERRITO","Pampa","RIO GRANDE DO SUL"
4105201,"CERRO AZUL","CERRO AZUL","Mata Atlantica","PARANA"
4305132,"CERRO BRANCO","CERRO BRANCO","Mata Atlantica","RIO GRANDE DO SUL"
4305132,"CERRO BRANCO","CERRO BRANCO","Pampa","RIO GRANDE DO SUL"
2402709,"CERRO CORÁ","CERRO CORA","Caatinga","RIO GRANDE DO NORTE"
4305157,"CERRO GRANDE","CERRO GRANDE","Mata Atlantica","RIO GRANDE DO SUL"
4305173,"CERRO GRANDE DO SUL","CERRO GRANDE DO SUL","Pampa","RIO GRANDE DO SUL"
4305207,"CERRO LARGO","CERRO LARGO","Mata Atlantica","RIO GRANDE DO SUL"
4204178,"CERRO NEGRO","CERRO NEGRO","Mata Atlantica","SANTA CATARINA"
3511607,"CESÁRIO LANGE","CESARIO LANGE","Mata Atlantica","SAO PAULO"
4105300,"CÉU AZUL","CEU AZUL","Mata Atlantica","PARANA"
5205455,"CEZARINA","CEZARINA","Cerrado","GOIAS"
2604403,"CHÃ DE ALEGRIA","CHA DE ALEGRIA","Mata Atlantica","PERNAMBUCO"
2604502,"CHÃ GRANDE","CHA GRANDE","Caatinga","PERNAMBUCO"
2604502,"CHÃ GRANDE","CHA GRANDE","Mata Atlantica","PERNAMBUCO"
2701902,"CHÃ PRETA","CHA PRETA","Mata Atlantica","ALAGOAS"
3115904,"CHÁCARA","CHACARA","Mata Atlantica","MINAS GERAIS"
3116001,"CHALÉ","CHALE","Mata Atlantica","MINAS GERAIS"
4305306,"CHAPADA","CHAPADA","Mata Atlantica","RIO GRANDE DO SUL"
4305306,"CHAPADA","CHAPADA","Pampa","RIO GRANDE DO SUL"
1705102,"CHAPADA DA NATIVIDADE","CHAPADA DA NATIVIDADE","Cerrado","TOCANTINS"
1704600,"CHAPADA DE AREIA","CHAPADA DE AREIA","Cerrado","TOCANTINS"
3116100,"CHAPADA DO NORTE","CHAPADA DO NORTE","Cerrado","MINAS GERAIS"
3116100,"CHAPADA DO NORTE","CHAPADA DO NORTE","Mata Atlantica","MINAS GERAIS"
5103007,"CHAPADA DOS GUIMARÃES","CHAPADA DOS GUIMARAES","Cerrado","MATO GROSSO"
3116159,"CHAPADA GAÚCHA","CHAPADA GAUCHA","Cerrado","MINAS GERAIS"
5205471,"CHAPADÃO DO CÉU","CHAPADAO DO CEU","Cerrado","GOIAS"
4204194,"CHAPADÃO DO LAGEADO","CHAPADAO DO LAGEADO","Mata Atlantica","SANTA CATARINA"
5002951,"CHAPADÃO DO SUL","CHAPADAO DO SUL","Cerrado","MATO GROSSO DO SUL"
2103208,"CHAPADINHA","CHAPADINHA","Cerrado","MARANHAO"
4204202,"CHAPECÓ","CHAPECO","Mata Atlantica","SANTA CATARINA"
3511706,"CHARQUEADA","CHARQUEADA","Cerrado","SAO PAULO"
3511706,"CHARQUEADA","CHARQUEADA","Mata Atlantica","SAO PAULO"
4305355,"CHARQUEADAS","CHARQUEADAS","Pampa","RIO GRANDE DO SUL"
4305371,"CHARRUA","CHARRUA","Mata Atlantica","RIO GRANDE DO SUL"
2303907,"CHAVAL","CHAVAL","Caatinga","CEARA"
3557204,"CHAVANTES","CHAVANTES","Mata Atlantica","SAO PAULO"
1502509,"CHAVES","CHAVES","Amazonia","PARA"
1502509,"CHAVES","CHAVES","Amazonia","PARA"
1502509,"CHAVES","CHAVES","Amazonia","PARA"
1502509,"CHAVES","CHAVES","Amazonia","PARA"
3116209,"CHIADOR","CHIADOR","Mata Atlantica","MINAS GERAIS"
4305405,"CHIAPETTA","CHIAPETTA","Mata Atlantica","RIO GRANDE DO SUL"
4305405,"CHIAPETTA","CHIAPETTA","Pampa","RIO GRANDE DO SUL"
4105409,"CHOPINZINHO","CHOPINZINHO","Mata Atlantica","PARANA"
2303956,"CHOROZINHO","CHOROZINHO","Caatinga","CEARA"
2303931,"CHORÓ","CHORO","Caatinga","CEARA"
2907707,"CHORROCHÓ","CHORROCHO","Caatinga","BAHIA"
4305439,"CHUÍ","CHUI","Pampa","RIO GRANDE DO SUL"
1100924,"CHUPINGUAIA","CHUPINGUAIA","Amazonia","RONDONIA"
4305447,"CHUVISCA","CHUVISCA","Pampa","RIO GRANDE DO SUL"
4105508,"CIANORTE","CIANORTE","Mata Atlantica","PARANA"
2907806,"CÍCERO DANTAS","CICERO DANTAS","Caatinga","BAHIA"
4105607,"CIDADE GAÚCHA","CIDADE GAUCHA","Mata Atlantica","PARANA"
5205497,"CIDADE OCIDENTAL","CIDADE OCIDENTAL","Cerrado","GOIAS"
2103257,"CIDELÂNDIA","CIDELANDIA","Amazonia","MARANHAO"
2103257,"CIDELÂNDIA","CIDELANDIA","Cerrado","MARANHAO"
4305454,"CIDREIRA","CIDREIRA","Pampa","RIO GRANDE DO SUL"
3116308,"CIPOTÂNEA","CIPOTANEA","Mata Atlantica","MINAS GERAIS"
2907905,"CIPÓ","CIPO","Caatinga","BAHIA"
4305504,"CIRÍACO","CIRIACO","Mata Atlantica","RIO GRANDE DO SUL"
3116407,"CLARAVAL","CLARAVAL","Cerrado","MINAS GERAIS"
3116407,"CLARAVAL","CLARAVAL","Mata Atlantica","MINAS GERAIS"
3116506,"CLARO DOS POÇÕES","CLARO DOS POCOES","Cerrado","MINAS GERAIS"
5103056,"CLÁUDIA","CLAUDIA","Amazonia","MATO GROSSO"
3116605,"CLÁUDIO","CLAUDIO","Cerrado","MINAS GERAIS"
3116605,"CLÁUDIO","CLAUDIO","Mata Atlantica","MINAS GERAIS"
3511904,"CLEMENTINA","CLEMENTINA","Mata Atlantica","SAO PAULO"
4105706,"CLEVELÂNDIA","CLEVELANDIA","Mata Atlantica","PARANA"
2908002,"COARACI","COARACI","Mata Atlantica","BAHIA"
1301209,"COARI","COARI","Amazonia","AMAZONAS"
2202703,"COCAL","COCAL","Caatinga","PIAUI"
2202703,"COCAL","COCAL","Cerrado","PIAUI"
2202711,"COCAL DE TELHA","COCAL DE TELHA","Cerrado","PIAUI"
4204251,"COCAL DO SUL","COCAL DO SUL","Mata Atlantica","SANTA CATARINA"
2202729,"COCAL DOS ALVES","COCAL DOS ALVES","Caatinga","PIAUI"
2202729,"COCAL DOS ALVES","COCAL DOS ALVES","Cerrado","PIAUI"
5103106,"COCALINHO","COCALINHO","Cerrado","MATO GROSSO"
5205513,"COCALZINHO DE GOIÁS","COCALZINHO DE GOIAS","Cerrado","GOIAS"
2908101,"COCOS","COCOS","Caatinga","BAHIA"
2908101,"COCOS","COCOS","Cerrado","BAHIA"
1301308,"CODAJÁS","CODAJAS","Amazonia","AMAZONAS"
2103307,"CODÓ","CODO","Cerrado","MARANHAO"
2103406,"COELHO NETO","COELHO NETO","Cerrado","MARANHAO"
3116704,"COIMBRA","COIMBRA","Mata Atlantica","MINAS GERAIS"
2702009,"COITÉ DO NÓIA","COITE DO NOIA","Caatinga","ALAGOAS"
2202737,"COIVARAS","COIVARAS","Cerrado","PIAUI"
1502608,"COLARES","COLARES","Amazonia","PARA"
3201506,"COLATINA","COLATINA","Mata Atlantica","ESPIRITO SANTO"
5103205,"COLÍDER","COLIDER","Amazonia","MATO GROSSO"
3512001,"COLINA","COLINA","Cerrado","SAO PAULO"
3512001,"COLINA","COLINA","Mata Atlantica","SAO PAULO"
2103505,"COLINAS","COLINAS","Cerrado","MARANHAO"
4305587,"COLINAS","COLINAS","Mata Atlantica","RIO GRANDE DO SUL"
5205521,"COLINAS DO SUL","COLINAS DO SUL","Cerrado","GOIAS"
1705508,"COLINAS DO TOCANTINS","COLINAS DO TOCANTINS","Amazonia","TOCANTINS"
1705508,"COLINAS DO TOCANTINS","COLINAS DO TOCANTINS","Cerrado","TOCANTINS"
1716703,"COLMÉIA","COLMEIA","Amazonia","TOCANTINS"
1716703,"COLMÉIA","COLMEIA","Cerrado","TOCANTINS"
5103254,"COLNIZA","COLNIZA","Amazonia","MATO GROSSO"
3512100,"COLÔMBIA","COLOMBIA","Cerrado","SAO PAULO"
3512100,"COLÔMBIA","COLOMBIA","Mata Atlantica","SAO PAULO"
4105805,"COLOMBO","COLOMBO","Mata Atlantica","PARANA"
2202752,"COLÔNIA DO GURGUÉIA","COLONIA DO GURGUEIA","Caatinga","PIAUI"
2202752,"COLÔNIA DO GURGUÉIA","COLONIA DO GURGUEIA","Cerrado","PIAUI"
2202778,"COLÔNIA DO PIAUÍ","COLONIA DO PIAUI","Caatinga","PIAUI"
2702108,"COLÔNIA LEOPOLDINA","COLONIA LEOPOLDINA","Mata Atlantica","ALAGOAS"
4305603,"COLORADO","COLORADO","Mata Atlantica","RIO GRANDE DO SUL"
4305603,"COLORADO","COLORADO","Pampa","RIO GRANDE DO SUL"
4105904,"COLORADO","COLORADO","Mata Atlantica","PARANA"
1100064,"COLORADO DO OESTE","COLORADO DO OESTE","Amazonia","RONDONIA"
3116803,"COLUNA","COLUNA","Mata Atlantica","MINAS GERAIS"
1705557,"COMBINADO","COMBINADO","Cerrado","TOCANTINS"
3116902,"COMENDADOR GOMES","COMENDADOR GOMES","Cerrado","MINAS GERAIS"
3300951,"COMENDADOR LEVY GASPARIAN","COMENDADOR LEVY GASPARIAN","Mata Atlantica","RIO DE JANEIRO"
3117009,"COMERCINHO","COMERCINHO","Mata Atlantica","MINAS GERAIS"
5103304,"COMODORO","COMODORO","Amazonia","MATO GROSSO"
5103304,"COMODORO","COMODORO","Cerrado","MATO GROSSO"
2504405,"CONCEIÇÃO","CONCEICAO","Caatinga","PARAIBA"
3117108,"CONCEIÇÃO DA APARECIDA","CONCEICAO DA APARECIDA","Mata Atlantica","MINAS GERAIS"
3201605,"CONCEIÇÃO DA BARRA","CONCEICAO DA BARRA","Mata Atlantica","ESPIRITO SANTO"
3115201,"CONCEIÇÃO DA BARRA DE MINAS","CONCEICAO DA BARRA DE MINAS","Mata Atlantica","MINAS GERAIS"
2908200,"CONCEIÇÃO DA FEIRA","CONCEICAO DA FEIRA","Mata Atlantica","BAHIA"
3117306,"CONCEIÇÃO DAS ALAGOAS","CONCEICAO DAS ALAGOAS","Cerrado","MINAS GERAIS"
3117306,"CONCEIÇÃO DAS ALAGOAS","CONCEICAO DAS ALAGOAS","Mata Atlantica","MINAS GERAIS"
3117207,"CONCEIÇÃO DAS PEDRAS","CONCEICAO DAS PEDRAS","Mata Atlantica","MINAS GERAIS"
3117405,"CONCEIÇÃO DE IPANEMA","CONCEICAO DE IPANEMA","Mata Atlantica","MINAS GERAIS"
3301405,"CONCEIÇÃO DE MACABU","CONCEICAO DE MACABU","Mata Atlantica","RIO DE JANEIRO"
2908309,"CONCEIÇÃO DO ALMEIDA","CONCEICAO DO ALMEIDA","Mata Atlantica","BAHIA"
1502707,"CONCEIÇÃO DO ARAGUAIA","CONCEICAO DO ARAGUAIA","Amazonia","PARA"
1502707,"CONCEIÇÃO DO ARAGUAIA","CONCEICAO DO ARAGUAIA","Cerrado","PARA"
2202802,"CONCEIÇÃO DO CANINDÉ","CONCEICAO DO CANINDE","Caatinga","PIAUI"
3201704,"CONCEIÇÃO DO CASTELO","CONCEICAO DO CASTELO","Mata Atlantica","ESPIRITO SANTO"
2908408,"CONCEIÇÃO DO COITÉ","CONCEICAO DO COITE","Caatinga","BAHIA"
2908507,"CONCEIÇÃO DO JACUÍPE","CONCEICAO DO JACUIPE","Caatinga","BAHIA"
2908507,"CONCEIÇÃO DO JACUÍPE","CONCEICAO DO JACUIPE","Mata Atlantica","BAHIA"
2103554,"CONCEIÇÃO DO LAGO-AÇU","CONCEICAO DO LAGO-ACU","Amazonia","MARANHAO"
3117504,"CONCEIÇÃO DO MATO DENTRO","CONCEICAO DO MATO DENTRO","Cerrado","MINAS GERAIS"
3117504,"CONCEIÇÃO DO MATO DENTRO","CONCEICAO DO MATO DENTRO","Mata Atlantica","MINAS GERAIS"
3117603,"CONCEIÇÃO DO PARÁ","CONCEICAO DO PARA","Cerrado","MINAS GERAIS"
3117603,"CONCEIÇÃO DO PARÁ","CONCEICAO DO PARA","Mata Atlantica","MINAS GERAIS"
3117702,"CONCEIÇÃO DO RIO VERDE","CONCEICAO DO RIO VERDE","Mata Atlantica","MINAS GERAIS"
1705607,"CONCEIÇÃO DO TOCANTINS","CONCEICAO DO TOCANTINS","Cerrado","TOCANTINS"
3117801,"CONCEIÇÃO DOS OUROS","CONCEICAO DOS OUROS","Mata Atlantica","MINAS GERAIS"
3512209,"CONCHAL","CONCHAL","Cerrado","SAO PAULO"
3512209,"CONCHAL","CONCHAL","Mata Atlantica","SAO PAULO"
3512308,"CONCHAS","CONCHAS","Cerrado","SAO PAULO"
3512308,"CONCHAS","CONCHAS","Mata Atlantica","SAO PAULO"
4204301,"CONCÓRDIA","CONCORDIA","Mata Atlantica","SANTA CATARINA"
1502756,"CONCÓRDIA DO PARÁ","CONCORDIA DO PARA","Amazonia","PARA"
2604601,"CONDADO","CONDADO","Mata Atlantica","PERNAMBUCO"
2504504,"CONDADO","CONDADO","Caatinga","PARAIBA"
2908606,"CONDE","CONDE","Mata Atlantica","BAHIA"
2504603,"CONDE","CONDE","Mata Atlantica","PARAIBA"
2908705,"CONDEÚBA","CONDEUBA","Caatinga","BAHIA"
2908705,"CONDEÚBA","CONDEUBA","Cerrado","BAHIA"
4305702,"CONDOR","CONDOR","Mata Atlantica","RIO GRANDE DO SUL"
4305702,"CONDOR","CONDOR","Pampa","RIO GRANDE DO SUL"
3117836,"CÔNEGO MARINHO","CONEGO MARINHO","Caatinga","MINAS GERAIS"
3117836,"CÔNEGO MARINHO","CONEGO MARINHO","Cerrado","MINAS GERAIS"
3117876,"CONFINS","CONFINS","Cerrado","MINAS GERAIS"
5103353,"CONFRESA","CONFRESA","Amazonia","MATO GROSSO"
5103353,"CONFRESA","CONFRESA","Cerrado","MATO GROSSO"
2504702,"CONGO","CONGO","Caatinga","PARAIBA"
3117900,"CONGONHAL","CONGONHAL","Mata Atlantica","MINAS GERAIS"
3118007,"CONGONHAS","CONGONHAS","Mata Atlantica","MINAS GERAIS"
3118106,"CONGONHAS DO NORTE","CONGONHAS DO NORTE","Cerrado","MINAS GERAIS"
3118106,"CONGONHAS DO NORTE","CONGONHAS DO NORTE","Mata Atlantica","MINAS GERAIS"
4106001,"CONGONHINHAS","CONGONHINHAS","Mata Atlantica","PARANA"
3118205,"CONQUISTA","CONQUISTA","Cerrado","MINAS GERAIS"
3118205,"CONQUISTA","CONQUISTA","Mata Atlantica","MINAS GERAIS"
5103361,"CONQUISTA D'OESTE","CONQUISTA D'OESTE","Amazonia","MATO GROSSO"
5103361,"CONQUISTA D'OESTE","CONQUISTA D'OESTE","Cerrado","MATO GROSSO"
3118304,"CONSELHEIRO LAFAIETE","CONSELHEIRO LAFAIETE","Mata Atlantica","MINAS GERAIS"
4106100,"CONSELHEIRO MAIRINCK","CONSELHEIRO MAIRINCK","Mata Atlantica","PARANA"
3118403,"CONSELHEIRO PENA","CONSELHEIRO PENA","Mata Atlantica","MINAS GERAIS"
3118502,"CONSOLAÇÃO","CONSOLACAO","Mata Atlantica","MINAS GERAIS"
4305801,"CONSTANTINA","CONSTANTINA","Mata Atlantica","RIO GRANDE DO SUL"
3118601,"CONTAGEM","CONTAGEM","Cerrado","MINAS GERAIS"
3118601,"CONTAGEM","CONTAGEM","Mata Atlantica","MINAS GERAIS"
4106209,"CONTENDA","CONTENDA","Mata Atlantica","PARANA"
2908804,"CONTENDAS DO SINCORÁ","CONTENDAS DO SINCORA","Caatinga","BAHIA"
3118700,"COQUEIRAL","COQUEIRAL","Cerrado","MINAS GERAIS"
3118700,"COQUEIRAL","COQUEIRAL","Mata Atlantica","MINAS GERAIS"
4305835,"COQUEIRO BAIXO","COQUEIRO BAIXO","Mata Atlantica","RIO GRANDE DO SUL"
2702207,"COQUEIRO SECO","COQUEIRO SECO","Mata Atlantica","ALAGOAS"
4305850,"COQUEIROS DO SUL","COQUEIROS DO SUL","Mata Atlantica","RIO GRANDE DO SUL"
4305850,"COQUEIROS DO SUL","COQUEIROS DO SUL","Pampa","RIO GRANDE DO SUL"
3118809,"CORAÇÃO DE JESUS","CORACAO DE JESUS","Cerrado","MINAS GERAIS"
2908903,"CORAÇÃO DE MARIA","CORACAO DE MARIA","Caatinga","BAHIA"
2908903,"CORAÇÃO DE MARIA","CORACAO DE MARIA","Mata Atlantica","BAHIA"
4106308,"CORBÉLIA","CORBELIA","Mata Atlantica","PARANA"
3301504,"CORDEIRO","CORDEIRO","Mata Atlantica","RIO DE JANEIRO"
3512407,"CORDEIRÓPOLIS","CORDEIROPOLIS","Mata Atlantica","SAO PAULO"
2909000,"CORDEIROS","CORDEIROS","Caatinga","BAHIA"
2909000,"CORDEIROS","CORDEIROS","Cerrado","BAHIA"
4204350,"CORDILHEIRA ALTA","CORDILHEIRA ALTA","Mata Atlantica","SANTA CATARINA"
3118908,"CORDISBURGO","CORDISBURGO","Cerrado","MINAS GERAIS"
3119005,"CORDISLÂNDIA","CORDISLANDIA","Mata Atlantica","MINAS GERAIS"
2304004,"COREAÚ","COREAU","Caatinga","CEARA"
2504801,"COREMAS","COREMAS","Caatinga","PARAIBA"
5003108,"CORGUINHO","CORGUINHO","Cerrado","MATO GROSSO DO SUL"
2909109,"CORIBE","CORIBE","Caatinga","BAHIA"
2909109,"CORIBE","CORIBE","Cerrado","BAHIA"
3119104,"CORINTO","CORINTO","Cerrado","MINAS GERAIS"
4106407,"CORNÉLIO PROCÓPIO","CORNELIO PROCOPIO","Mata Atlantica","PARANA"
3119203,"COROACI","COROACI","Mata Atlantica","MINAS GERAIS"
3512506,"COROADOS","COROADOS","Mata Atlantica","SAO PAULO"
2103604,"COROATÁ","COROATA","Cerrado","MARANHAO"
3119302,"COROMANDEL","COROMANDEL","Cerrado","MINAS GERAIS"
4305871,"CORONEL BARROS","CORONEL BARROS","Mata Atlantica","RIO GRANDE DO SUL"
4305871,"CORONEL BARROS","CORONEL BARROS","Pampa","RIO GRANDE DO SUL"
4305900,"CORONEL BICACO","CORONEL BICACO","Mata Atlantica","RIO GRANDE DO SUL"
4305900,"CORONEL BICACO","CORONEL BICACO","Pampa","RIO GRANDE DO SUL"
4106456,"CORONEL DOMINGOS SOARES","CORONEL DOMINGOS SOARES","Mata Atlantica","PARANA"
2402808,"CORONEL EZEQUIEL","CORONEL EZEQUIEL","Caatinga","RIO GRANDE DO NORTE"
3119401,"CORONEL FABRICIANO","CORONEL FABRICIANO","Mata Atlantica","MINAS GERAIS"
4204400,"CORONEL FREITAS","CORONEL FREITAS","Mata Atlantica","SANTA CATARINA"
2402907,"CORONEL JOÃO PESSOA","CORONEL JOAO PESSOA","Caatinga","RIO GRANDE DO NORTE"
2909208,"CORONEL JOÃO SÁ","CORONEL JOAO SA","Caatinga","BAHIA"
2202851,"CORONEL JOSÉ DIAS","CORONEL JOSE DIAS","Caatinga","PIAUI"
3512605,"CORONEL MACEDO","CORONEL MACEDO","Cerrado","SAO PAULO"
3512605,"CORONEL MACEDO","CORONEL MACEDO","Mata Atlantica","SAO PAULO"
4204459,"CORONEL MARTINS","CORONEL MARTINS","Mata Atlantica","SANTA CATARINA"
3119500,"CORONEL MURTA","CORONEL MURTA","Cerrado","MINAS GERAIS"
3119500,"CORONEL MURTA","CORONEL MURTA","Mata Atlantica","MINAS GERAIS"
3119609,"CORONEL PACHECO","CORONEL PACHECO","Mata Atlantica","MINAS GERAIS"
4305934,"CORONEL PILAR","CORONEL PILAR","Mata Atlantica","RIO GRANDE DO SUL"
5003157,"CORONEL SAPUCAIA","CORONEL SAPUCAIA","Cerrado","MATO GROSSO DO SUL"
5003157,"CORONEL SAPUCAIA","CORONEL SAPUCAIA","Mata Atlantica","MATO GROSSO DO SUL"
4106506,"CORONEL VIVIDA","CORONEL VIVIDA","Mata Atlantica","PARANA"
3119708,"CORONEL XAVIER CHAVES","CORONEL XAVIER CHAVES","Mata Atlantica","MINAS GERAIS"
3119807,"CÓRREGO DANTA","CORREGO DANTA","Cerrado","MINAS GERAIS"
3119906,"CÓRREGO DO BOM JESUS","CORREGO DO BOM JESUS","Mata Atlantica","MINAS GERAIS"
5205703,"CÓRREGO DO OURO","CORREGO DO OURO","Cerrado","GOIAS"
3119955,"CÓRREGO FUNDO","CORREGO FUNDO","Cerrado","MINAS GERAIS"
3119955,"CÓRREGO FUNDO","CORREGO FUNDO","Mata Atlantica","MINAS GERAIS"
3120003,"CÓRREGO NOVO","CORREGO NOVO","Mata Atlantica","MINAS GERAIS"
4204558,"CORREIA PINTO","CORREIA PINTO","Mata Atlantica","SANTA CATARINA"
2202901,"CORRENTE","CORRENTE","Caatinga","PIAUI"
2202901,"CORRENTE","CORRENTE","Cerrado","PIAUI"
2604700,"CORRENTES","CORRENTES","Mata Atlantica","PERNAMBUCO"
2909307,"CORRENTINA","CORRENTINA","Caatinga","BAHIA"
2909307,"CORRENTINA","CORRENTINA","Cerrado","BAHIA"
2604809,"CORTÊS","CORTES","Mata Atlantica","PERNAMBUCO"
5003207,"CORUMBÁ","CORUMBA","Cerrado","MATO GROSSO DO SUL"
5003207,"CORUMBÁ","CORUMBA","Pantanal","MATO GROSSO DO SUL"
5205802,"CORUMBÁ DE GOIÁS","CORUMBA DE GOIAS","Cerrado","GOIAS"
5205901,"CORUMBAÍBA","CORUMBAIBA","Cerrado","GOIAS"
5205901,"CORUMBAÍBA","CORUMBAIBA","Mata Atlantica","GOIAS"
3512704,"CORUMBATAÍ","CORUMBATAI","Cerrado","SAO PAULO"
3512704,"CORUMBATAÍ","CORUMBATAI","Mata Atlantica","SAO PAULO"
4106555,"CORUMBATAÍ DO SUL","CORUMBATAI DO SUL","Mata Atlantica","PARANA"
1100072,"CORUMBIARA","CORUMBIARA","Amazonia","RONDONIA"
4204509,"CORUPÁ","CORUPA","Mata Atlantica","SANTA CATARINA"
2702306,"CORURIPE","CORURIPE","Mata Atlantica","ALAGOAS"
3512803,"COSMÓPOLIS","COSMOPOLIS","Mata Atlantica","SAO PAULO"
3512902,"COSMORAMA","COSMORAMA","Cerrado","SAO PAULO"
3512902,"COSMORAMA","COSMORAMA","Mata Atlantica","SAO PAULO"
1100080,"COSTA MARQUES","COSTA MARQUES","Amazonia","RONDONIA"
5003256,"COSTA RICA","COSTA RICA","Cerrado","MATO GROSSO DO SUL"
2909406,"COTEGIPE","COTEGIPE","Caatinga","BAHIA"
2909406,"COTEGIPE","COTEGIPE","Cerrado","BAHIA"
3513009,"COTIA","COTIA","Mata Atlantica","SAO PAULO"
4305959,"COTIPORÃ","COTIPORA","Mata Atlantica","RIO GRANDE DO SUL"
5103379,"COTRIGUAÇU","COTRIGUACU","Amazonia","MATO GROSSO"
3120102,"COUTO DE MAGALHÃES DE MINAS","COUTO DE MAGALHAES DE MINAS","Cerrado","MINAS GERAIS"
3120102,"COUTO DE MAGALHÃES DE MINAS","COUTO DE MAGALHAES DE MINAS","Mata Atlantica","MINAS GERAIS"
1706001,"COUTO MAGALHÃES","COUTO MAGALHAES","Amazonia","TOCANTINS"
1706001,"COUTO MAGALHÃES","COUTO MAGALHAES","Cerrado","TOCANTINS"
4305975,"COXILHA","COXILHA","Mata Atlantica","RIO GRANDE DO SUL"
4305975,"COXILHA","COXILHA","Pampa","RIO GRANDE DO SUL"
